status,model,epsilon,n_samples,clean_accuracy,robust_accuracy,accuracy_drop,untargeted_asr,attack_successes,asr_denominator_clean_correct
provisional,cnn,0.0,781,0.645326504481434,0.645326504481434,0.0,0.0,0,504
provisional,cnn,0.01,781,0.645326504481434,0.41613316261203587,0.22919334186939816,0.3551587301587302,179,504
provisional,cnn,0.03,781,0.645326504481434,0.24327784891165172,0.4020486555697823,0.623015873015873,314,504
provisional,cnn,0.05,781,0.645326504481434,0.2023047375160051,0.44302176696542894,0.6884920634920635,347,504
provisional,mobilenet,0.0,781,0.784891,0.784891,0.0,0.0,0,613
provisional,mobilenet,0.01,781,0.784891,0.124200,0.660691,0.841762,516,613
provisional,mobilenet,0.03,781,0.784891,0.131882,0.653009,0.831974,510,613
provisional,mobilenet,0.05,781,0.784891,0.161332,0.623560,0.794454,487,613
