22,3,0,1,0,7,21,0,3,2
3,37,1,7,2,0,40,0,6,1
2,5,66,9,0,1,6,0,0,6
0,26,2,43,1,0,12,1,1,0
2,1,0,2,27,0,13,0,0,0
12,4,1,1,0,10,69,0,2,3
0,6,1,0,2,1,73,0,0,6
2,7,1,1,0,3,48,3,7,2
5,1,1,0,0,2,28,2,23,4
1,8,0,5,0,0,32,0,1,21
