54,1,0,0,0,0,4,0,0,0
0,96,0,0,0,0,0,0,0,1
0,2,93,0,0,0,0,0,0,0
0,21,0,63,0,0,1,1,0,0
0,1,0,1,42,0,1,0,0,0
7,2,0,0,0,51,41,0,0,1
0,1,0,0,0,0,86,0,0,2
4,23,0,0,0,1,21,23,0,2
1,1,0,0,0,0,3,0,61,0
0,12,0,0,0,0,11,0,1,44
