epsilon,test_samples,clean_accuracy,robust_accuracy,accuracy_drop,macro_f1,untargeted_asr,attack_successes,asr_denominator_clean_correct,linf_max,linf_mean
0.0,781,0.7848911651728553,0.7848911651728553,0.0,0.7905834485262442,0.0,0,613,0.0,0.0
0.01,781,0.7848911651728553,0.12419974391805377,0.6606914212548015,0.1415597133196715,0.8417618270799347,516,613,0.01000000536441803,0.01000000536441803
0.03,781,0.7848911651728553,0.13188220230473752,0.6530089628681177,0.13632647255361455,0.831973898858075,510,613,0.030000001192092896,0.030000001192092896
0.05,781,0.7848911651728553,0.1613316261203585,0.6235595390524968,0.16309019898442503,0.7944535073409462,487,613,0.050000011920928955,0.050000011920928955
