6,35,0,0,2,2,8,1,3,2
5,35,1,13,0,1,36,1,4,1
0,50,15,9,3,1,7,1,8,1
0,44,2,16,0,0,18,1,5,0
1,8,0,5,8,0,19,0,1,3
21,27,0,0,0,0,48,1,4,1
8,40,0,0,9,2,18,1,1,10
0,48,0,0,0,2,20,2,0,2
2,21,0,0,0,1,13,4,25,0
2,32,0,1,0,4,22,3,3,1
