5,27,1,0,2,4,12,1,3,4
5,22,3,13,0,1,46,1,4,2
0,38,17,13,8,0,11,1,7,0
0,41,7,17,0,0,14,1,6,0
2,5,0,4,6,0,21,0,1,6
28,18,0,0,0,0,48,1,4,3
10,37,0,1,6,2,15,3,2,13
0,44,0,0,0,2,26,0,0,2
3,14,0,0,0,2,19,6,21,1
3,31,0,1,0,4,24,2,3,0
