callsgn,ptentVtsYr,vyg,comCnt,vslKornNm,vslEngNm,ptentDt,dfptDt,ioprtVtsType,ioprtVtsNm,fcltSpecCd,fcltSpecSubCd,fcltKornNm,updtDt,jobDt
150040,2025,114,001,오성호,OSUNG,20251229111200,20251230031200,3,입항,MLJ,01,장생포호안,20251230071254,20251229111200
150040,2025,114,002,오성호,OSUNG,20251229111200,20251230031200,5,이안,MLJ,01,장생포호안,20251230071254,20251229121200
150040,2025,114,003,오성호,OSUNG,20251229111200,20251230031200,6,이선,MBU,11,SK1부두 11,20251230071254,20251229121200
150040,2025,114,004,오성호,OSUNG,20251229111200,20251230031200,5,이안,MBU,11,SK1부두 11,20251230071254,20251229181200
150040,2025,114,005,오성호,OSUNG,20251229111200,20251230031200,6,이선,MLJ,01,장생포호안,20251230071254,20251229191200
150040,2025,114,006,오성호,OSUNG,20251229111200,20251230031200,9,출항,MLJ,01,장생포호안,20251230071254,20251230031200
150040,2025,115,001,오성호,OSUNG,20251231123000,None,3,입항,MLJ,01,장생포호안,20260101064120,20251231123000
150040,2025,115,002,오성호,OSUNG,20251231123000,None,5,이안,MLJ,01,장생포호안,20260101064120,20260101040000
150040,2025,115,003,오성호,OSUNG,20251231123000,None,6,이선,MDU,05,SK5부두,20260101064120,20260101043000
150040,2025,115,004,오성호,OSUNG,20251231123000,20260101113500,5,이안,MDU,05,SK5부두,20260101115702,20260101095000
150040,2025,115,005,오성호,OSUNG,20251231123000,20260101113500,6,이선,MLJ,01,장생포호안,20260101115702,20260101102500
150040,2025,115,006,오성호,OSUNG,20251231123000,20260101113500,9,출항,MLJ,01,장생포호안,20260101115820,20260101113500
150040,2025,045,004,오성호,OSUNG,20250531020500,20250531230500,5,이안,MBU,01,SK2부두 01,20250531230547,20250531220500
150040,2025,045,005,오성호,OSUNG,20250531020500,20250531230500,6,이선,MLJ,01,장생포호안,20250531230547,20250531220500
150040,2025,045,006,오성호,OSUNG,20250531020500,20250531230500,9,출항,MLJ,01,장생포호안,20250531230547,20250531230500
150040,2025,046,001,오성호,OSUNG,20250603030600,20250603160600,3,입항,MLJ,01,장생포호안,20250603170607,20250603030600
150040,2025,046,002,오성호,OSUNG,20250603030600,20250603160600,5,이안,MLJ,01,장생포호안,20250603170607,20250603080600
150040,2025,046,003,오성호,OSUNG,20250603030600,20250603160600,6,이선,MBU,01,SK2부두 01,20250603170607,20250603080600
150040,2025,046,004,오성호,OSUNG,20250603030600,20250603160600,9,출항,MBU,01,SK2부두 01,20250603170607,20250603160600
150040,2025,047,001,오성호,OSUNG,20250605130600,20250605190600,3,입항,MBU,01,SK2부두 01,20250605230607,20250605130600
150040,2025,047,002,오성호,OSUNG,20250605130600,20250605190600,9,출항,MBU,01,SK2부두 01,20250605230608,20250605190600
150040,2025,048,001,오성호,OSUNG,20250608010600,20250608140600,3,입항,WAM,01,정박지 01,20250608150611,20250608010600
150040,2025,048,002,오성호,OSUNG,20250608010600,20250608140600,8,양묘,WAM,01,정박지 01,20250608150611,20250608060600
150040,2025,048,003,오성호,OSUNG,20250608010600,20250608140600,4,접안,MBU,01,SK2부두 01,20250608150611,20250608060600
150040,2025,048,004,오성호,OSUNG,20250608010600,20250608140600,5,이안,MBU,01,SK2부두 01,20250608150611,20250608140600
150040,2025,048,005,오성호,OSUNG,20250608010600,20250608140600,6,이선,MLJ,01,장생포호안,20250608150611,20250608140600
150040,2025,048,006,오성호,OSUNG,20250608010600,20250608140600,9,출항,MLJ,01,장생포호안,20250608150611,20250608140600
150040,2025,049,001,오성호,OSUNG,20250610160600,20250612020600,3,입항,MLJ,01,장생포호안,20250612060640,20250610160600
150040,2025,049,002,오성호,OSUNG,20250610160600,20250612020600,5,이안,MLJ,01,장생포호안,20250612060640,20250611180600
150040,2025,049,003,오성호,OSUNG,20250610160600,20250612020600,6,이선,MBU,01,SK2부두 01,20250612060640,20250611180600
150040,2025,049,004,오성호,OSUNG,20250610160600,20250612020600,9,출항,MBU,01,SK2부두 01,20250612060640,20250612020600
150040,2025,050,001,오성호,OSUNG,20250613090600,20250613220600,3,입항,WAM,06,정박지 06,20250613230644,20250613090600
150040,2025,050,002,오성호,OSUNG,20250613090600,20250613220600,8,양묘,WAM,06,정박지 06,20250613230644,20250613140600
150040,2025,050,003,오성호,OSUNG,20250613090600,20250613220600,4,접안,MBU,01,SK2부두 01,20250613230644,20250613150600
150040,2025,050,004,오성호,OSUNG,20250613090600,20250613220600,9,출항,MBU,01,SK2부두 01,20250613230645,20250613220600
150040,2025,051,001,오성호,OSUNG,20250617080600,20250617200600,3,입항,MLJ,01,장생포호안,20250617230656,20250617080600
150040,2025,051,002,오성호,OSUNG,20250617080600,20250617200600,5,이안,MLJ,01,장생포호안,20250617230656,20250617120600
150040,2025,051,003,오성호,OSUNG,20250617080600,20250617200600,6,이선,MBU,01,SK2부두 01,20250617230656,20250617120600
150040,2025,051,004,오성호,OSUNG,20250617080600,20250617200600,9,출항,MBU,01,SK2부두 01,20250617230656,20250617200600
150040,2025,052,001,오성호,OSUNG,20250619070600,20250620030600,3,입항,WAM,04,정박지 04,20250620060608,20250619070600
150040,2025,052,002,오성호,OSUNG,20250619070600,20250620030600,8,양묘,WAM,04,정박지 04,20250620060608,20250619210600
150040,2025,052,003,오성호,OSUNG,20250619070600,20250620030600,4,접안,MDU,05,SK5부두,20250620060608,20250619210600
150040,2025,052,004,오성호,OSUNG,20250619070600,20250620030600,9,출항,MDU,05,SK5부두,20250620060608,20250620030600
150040,2025,053,001,오성호,OSUNG,20250620210600,20250621080600,3,입항,MLJ,01,장생포호안,20250621100647,20250620210600
150040,2025,053,002,오성호,OSUNG,20250620210600,20250621080600,5,이안,MLJ,01,장생포호안,20250621100647,20250621000600
150040,2025,053,003,오성호,OSUNG,20250620210600,20250621080600,6,이선,MBU,01,SK2부두 01,20250621100647,20250621000600
150040,2025,053,004,오성호,OSUNG,20250620210600,20250621080600,9,출항,MBU,01,SK2부두 01,20250621100647,20250621080600
150040,2025,054,001,오성호,OSUNG,20250624230600,20250625040600,3,입항,MBU,01,SK2부두 01,20250625070629,20250624230600
150040,2025,054,002,오성호,OSUNG,20250624230600,20250625040600,9,출항,MBU,01,SK2부두 01,20250625070629,20250625040600
150040,2025,055,001,오성호,OSUNG,20250630080600,20250701040700,3,입항,WAM,02,정박지 02,20250701050731,20250630080600
150040,2025,055,002,오성호,OSUNG,20250630080600,20250701040700,8,양묘,WAM,02,정박지 02,20250701050731,20250630130600
150040,2025,055,003,오성호,OSUNG,20250630080600,20250701040700,4,접안,MBJ,02,자동차부두 02,20250701050731,20250630140600
150040,2025,055,004,오성호,OSUNG,20250630080600,20250701040700,5,이안,MBJ,02,자동차부두 02,20250701050731,20250630200600
150040,2025,055,005,오성호,OSUNG,20250630080600,20250701040700,6,이선,MBU,01,SK2부두 01,20250701050731,20250630200600
150040,2025,055,006,오성호,OSUNG,20250630080600,20250701040700,9,출항,MBU,01,SK2부두 01,20250701050731,20250701040700
150040,2025,056,001,오성호,OSUNG,20250702140700,20250705020700,3,입항,WAM,03,정박지 03,20250705060706,20250702140700
150040,2025,056,002,오성호,OSUNG,20250702140700,20250705020700,8,양묘,WAM,03,정박지 03,20250705060707,20250703090700
150040,2025,056,003,오성호,OSUNG,20250702140700,20250705020700,4,접안,MBU,01,SK2부두 01,20250705060707,20250703090700
150040,2025,056,004,오성호,OSUNG,20250702140700,20250705020700,5,이안,MBU,01,SK2부두 01,20250705060707,20250703150700
150040,2025,056,005,오성호,OSUNG,20250702140700,20250705020700,6,이선,MLJ,01,장생포호안,20250705060707,20250703160700
150040,2025,056,006,오성호,OSUNG,20250702140700,20250705020700,5,이안,MLJ,01,장생포호안,20250705060707,20250704110700
150040,2025,056,007,오성호,OSUNG,20250702140700,20250705020700,6,이선,MBJ,01,자동차부두 01,20250705060707,20250704120700
150040,2025,056,008,오성호,OSUNG,20250702140700,20250705020700,5,이안,MBJ,01,자동차부두 01,20250705060707,20250704190700
150040,2025,056,009,오성호,OSUNG,20250702140700,20250705020700,6,이선,MBU,01,SK2부두 01,20250705060707,20250704200700
150040,2025,056,010,오성호,OSUNG,20250702140700,20250705020700,9,출항,MBU,01,SK2부두 01,20250705060707,20250705020700
150040,2025,057,001,오성호,OSUNG,20250709010700,20250709080700,3,입항,MDU,05,SK5부두,20250709080719,20250709010700
150040,2025,057,002,오성호,OSUNG,20250709010700,20250709080700,9,출항,MDU,05,SK5부두,20250709080719,20250709080700
150040,2025,058,001,오성호,OSUNG,20250711120700,20250712040700,3,입항,MLJ,01,장생포호안,20250712060738,20250711120700
150040,2025,058,002,오성호,OSUNG,20250711120700,20250712040700,5,이안,MLJ,01,장생포호안,20250712060738,20250711160700
150040,2025,058,003,오성호,OSUNG,20250711120700,20250712040700,6,이선,MBU,11,SK1부두 11,20250712060738,20250711160700
150040,2025,058,004,오성호,OSUNG,20250711120700,20250712040700,5,이안,MBU,11,SK1부두 11,20250712060738,20250711220700
150040,2025,058,005,오성호,OSUNG,20250711120700,20250712040700,7,투묘,WAM,04,정박지 04,20250712060738,20250711230700
150040,2025,058,006,오성호,OSUNG,20250711120700,20250712040700,9,출항,WAM,04,정박지 04,20250712060738,20250712040700
150040,2025,059,001,오성호,OSUNG,20250713140700,20250714000700,3,입항,MBU,01,SK2부두 01,20250714060716,20250713140700
150040,2025,059,002,오성호,OSUNG,20250713140700,20250714000700,9,출항,MBU,01,SK2부두 01,20250714060716,20250714000700
150040,2025,060,001,오성호,OSUNG,20250715230700,20250716220700,3,입항,WAM,01,정박지 01,20250716230750,20250715230700
150040,2025,060,002,오성호,OSUNG,20250715230700,20250716220700,8,양묘,WAM,01,정박지 01,20250716230750,20250716160700
150040,2025,060,003,오성호,OSUNG,20250715230700,20250716220700,4,접안,MBU,11,SK1부두 11,20250716230750,20250716160700
150040,2025,060,004,오성호,OSUNG,20250715230700,20250716220700,9,출항,MBU,11,SK1부두 11,20250716230750,20250716220700
150040,2025,061,001,오성호,OSUNG,20250719080700,20250719220700,3,입항,MDU,05,SK5부두,20250719220738,20250719080700
150040,2025,061,002,오성호,OSUNG,20250719080700,20250719220700,5,이안,MDU,05,SK5부두,20250719220738,20250719080700
150040,2025,061,003,오성호,OSUNG,20250719080700,20250719220700,6,이선,MLJ,01,장생포호안,20250719220738,20250719090700
150040,2025,061,004,오성호,OSUNG,20250719080700,20250719220700,5,이안,MLJ,01,장생포호안,20250719220738,20250719140700
150040,2025,061,005,오성호,OSUNG,20250719080700,20250719220700,6,이선,MBU,01,SK2부두 01,20250719220738,20250719150700
150040,2025,061,006,오성호,OSUNG,20250719080700,20250719220700,9,출항,MBU,01,SK2부두 01,20250719220738,20250719220700
150040,2025,062,001,오성호,OSUNG,20250721190700,20250722040700,3,입항,WAM,05,정박지 05,20250722060731,20250721190700
150040,2025,062,002,오성호,OSUNG,20250721190700,20250722040700,8,양묘,WAM,05,정박지 05,20250722060731,20250721190700
150040,2025,062,003,오성호,OSUNG,20250721190700,20250722040700,4,접안,MBU,01,SK2부두 01,20250722060731,20250721200700
150040,2025,062,004,오성호,OSUNG,20250721190700,20250722040700,9,출항,MBU,01,SK2부두 01,20250722060731,20250722040700
150040,2025,063,001,오성호,OSUNG,20250723190700,20250724050700,3,입항,MLJ,01,장생포호안,20250724070711,20250723190700
150040,2025,063,002,오성호,OSUNG,20250723190700,20250724050700,5,이안,MLJ,01,장생포호안,20250724070711,20250724010700
150040,2025,063,003,오성호,OSUNG,20250723190700,20250724050700,6,이선,MBU,01,SK2부두 01,20250724070711,20250724010700
150040,2025,063,004,오성호,OSUNG,20250723190700,20250724050700,9,출항,MBU,01,SK2부두 01,20250724070711,20250724050700
150040,2025,064,001,오성호,OSUNG,20250730010700,20250730090700,3,입항,WAM,06,정박지 06,20250730100715,20250730010700
150040,2025,064,002,오성호,OSUNG,20250730010700,20250730090700,8,양묘,WAM,06,정박지 06,20250730100715,20250730030700
150040,2025,064,003,오성호,OSUNG,20250730010700,20250730090700,4,접안,MBU,01,SK2부두 01,20250730100715,20250730040700
150040,2025,064,004,오성호,OSUNG,20250730010700,20250730090700,9,출항,MBU,01,SK2부두 01,20250730100715,20250730090700
150040,2025,065,001,오성호,OSUNG,20250803150800,20250804160800,3,입항,WAM,01,정박지 01,20250804170809,20250803150800
150040,2025,065,002,오성호,OSUNG,20250803150800,20250804160800,8,양묘,WAM,01,정박지 01,20250804170809,20250803220800
150040,2025,065,003,오성호,OSUNG,20250803150800,20250804160800,4,접안,MBU,11,SK1부두 11,20250804170809,20250803220800
150040,2025,065,004,오성호,OSUNG,20250803150800,20250804160800,5,이안,MBU,11,SK1부두 11,20250804170809,20250804110800
150040,2025,065,005,오성호,OSUNG,20250803150800,20250804160800,7,투묘,WAM,07,정박지 07,20250804170809,20250804110800
150040,2025,065,006,오성호,OSUNG,20250803150800,20250804160800,9,출항,WAM,07,정박지 07,20250804170809,20250804160800
150040,2025,066,001,오성호,OSUNG,20250806010800,20250806180800,3,입항,MLJ,01,장생포호안,20250806190817,20250806010800
150040,2025,066,002,오성호,OSUNG,20250806010800,20250806180800,5,이안,MLJ,01,장생포호안,20250806190817,20250806120800
150040,2025,066,003,오성호,OSUNG,20250806010800,20250806180800,6,이선,MBU,01,SK2부두 01,20250806190817,20250806130800
150040,2025,066,004,오성호,OSUNG,20250806010800,20250806180800,9,출항,MBU,01,SK2부두 01,20250806190817,20250806180800
150040,2025,067,001,오성호,OSUNG,20250808030800,20250808190800,3,입항,WAM,03,정박지 03,20250808220845,20250808030800
150040,2025,067,002,오성호,OSUNG,20250808030800,20250808190800,8,양묘,WAM,03,정박지 03,20250808220845,20250808100800
150040,2025,067,003,오성호,OSUNG,20250808030800,20250808190800,4,접안,MBU,11,SK1부두 11,20250808220845,20250808110800
150040,2025,067,004,오성호,OSUNG,20250808030800,20250808190800,9,출항,MBU,11,SK1부두 11,20250808220845,20250808190800
150040,2025,068,001,오성호,OSUNG,20250811160800,20250812030800,3,입항,WAM,01,정박지 01,20250812070854,20250811160800
150040,2025,068,002,오성호,OSUNG,20250811160800,20250812030800,8,양묘,WAM,01,정박지 01,20250812070854,20250811190800
150040,2025,068,003,오성호,OSUNG,20250811160800,20250812030800,4,접안,MBU,11,SK1부두 11,20250812070854,20250811200800
150040,2025,068,004,오성호,OSUNG,20250811160800,20250812030800,9,출항,MBU,11,SK1부두 11,20250812070854,20250812030800
150040,2025,069,001,오성호,OSUNG,20250817120800,20250817180800,3,입항,WAM,01,정박지 01,20250817210809,20250817120800
150040,2025,069,002,오성호,OSUNG,20250817120800,20250817180800,8,양묘,WAM,01,정박지 01,20250817210809,20250817140800
150040,2025,069,003,오성호,OSUNG,20250817120800,20250817180800,4,접안,MDU,05,SK5부두,20250817210809,20250817140800
150040,2025,069,004,오성호,OSUNG,20250817120800,20250817180800,9,출항,MDU,05,SK5부두,20250817210809,20250817180800
150040,2025,070,001,오성호,OSUNG,20250819020800,20250819180800,3,입항,WAM,01,정박지 01,20250819190818,20250819020800
150040,2025,070,002,오성호,OSUNG,20250819020800,20250819180800,8,양묘,WAM,01,정박지 01,20250819190818,20250819110800
150040,2025,070,003,오성호,OSUNG,20250819020800,20250819180800,4,접안,MBU,01,SK2부두 01,20250819190818,20250819110800
150040,2025,070,004,오성호,OSUNG,20250819020800,20250819180800,9,출항,MBU,01,SK2부두 01,20250819190818,20250819180800
150040,2025,071,001,오성호,OSUNG,20250821030800,20250821170800,3,입항,WAM,01,정박지 01,20250821170807,20250821030800
150040,2025,071,002,오성호,OSUNG,20250821030800,20250821170800,8,양묘,WAM,01,정박지 01,20250821170807,20250821100800
150040,2025,071,003,오성호,OSUNG,20250821030800,20250821170800,4,접안,MBU,01,SK2부두 01,20250821170807,20250821100800
150040,2025,071,004,오성호,OSUNG,20250821030800,20250821170800,9,출항,MBU,01,SK2부두 01,20250821170807,20250821170800
150040,2025,072,001,오성호,OSUNG,20250824020800,20250824200800,3,입항,WAM,01,정박지 01,20250824220808,20250824020800
150040,2025,072,002,오성호,OSUNG,20250824020800,20250824200800,8,양묘,WAM,01,정박지 01,20250824220809,20250824120800
150040,2025,072,003,오성호,OSUNG,20250824020800,20250824200800,4,접안,MBU,01,SK2부두 01,20250824220809,20250824130800
150040,2025,072,004,오성호,OSUNG,20250824020800,20250824200800,9,출항,MBU,01,SK2부두 01,20250824220809,20250824200800
150040,2025,073,001,오성호,OSUNG,20250825220800,20250826080800,3,입항,WAM,02,정박지 02,20250826110813,20250825220800
150040,2025,073,002,오성호,OSUNG,20250825220800,20250826080800,8,양묘,WAM,02,정박지 02,20250826110813,20250826000800
150040,2025,073,003,오성호,OSUNG,20250825220800,20250826080800,4,접안,MBU,01,SK2부두 01,20250826110813,20250826010800
150040,2025,073,004,오성호,OSUNG,20250825220800,20250826080800,9,출항,MBU,01,SK2부두 01,20250826110813,20250826080800
150040,2025,074,001,오성호,OSUNG,20250828170800,20250829170800,3,입항,MLJ,01,장생포호안,20250829190857,20250828170800
150040,2025,074,002,오성호,OSUNG,20250828170800,20250829170800,5,이안,MLJ,01,장생포호안,20250829190857,20250829080800
150040,2025,074,003,오성호,OSUNG,20250828170800,20250829170800,6,이선,MBU,01,SK2부두 01,20250829190857,20250829080800
150040,2025,074,004,오성호,OSUNG,20250828170800,20250829170800,5,이안,MBU,01,SK2부두 01,20250829190857,20250829160800
150040,2025,074,005,오성호,OSUNG,20250828170800,20250829170800,6,이선,MLJ,01,장생포호안,20250829190857,20250829160800
150040,2025,074,006,오성호,OSUNG,20250828170800,20250829170800,9,출항,MLJ,01,장생포호안,20250829190857,20250829170800
150040,2025,075,001,오성호,OSUNG,20250831060800,20250831200800,3,입항,MLJ,01,장생포호안,20250831210808,20250831060800
150040,2025,075,002,오성호,OSUNG,20250831060800,20250831200800,5,이안,MLJ,01,장생포호안,20250831210808,20250831140800
150040,2025,075,003,오성호,OSUNG,20250831060800,20250831200800,6,이선,MBU,01,SK2부두 01,20250831210808,20250831140800
150040,2025,075,004,오성호,OSUNG,20250831060800,20250831200800,9,출항,MBU,01,SK2부두 01,20250831210808,20250831200800
150040,2025,076,001,오성호,OSUNG,20250904230900,20250905170900,3,입항,WAM,01,정박지 01,20250905180925,20250904230900
150040,2025,076,002,오성호,OSUNG,20250904230900,20250905170900,8,양묘,WAM,01,정박지 01,20250905180925,20250905080900
150040,2025,076,003,오성호,OSUNG,20250904230900,20250905170900,4,접안,MBU,01,SK2부두 01,20250905180925,20250905090900
150040,2025,076,004,오성호,OSUNG,20250904230900,20250905170900,9,출항,MBU,01,SK2부두 01,20250905180925,20250905170900
150040,2025,077,001,오성호,OSUNG,20250906060900,20250906120900,3,입항,MBU,01,SK2부두 01,20250906140939,20250906060900
150040,2025,077,002,오성호,OSUNG,20250906060900,20250906120900,9,출항,MBU,01,SK2부두 01,20250906140940,20250906120900
150040,2025,078,001,오성호,OSUNG,20250909020900,20250911170900,3,입항,MLJ,01,장생포호안,20250911180958,20250909020900
150040,2025,078,002,오성호,OSUNG,20250909020900,20250911170900,5,이안,MLJ,01,장생포호안,20250911180958,20250911100900
150040,2025,078,003,오성호,OSUNG,20250909020900,20250911170900,6,이선,MBU,01,SK2부두 01,20250911180958,20250911110900
150040,2025,078,004,오성호,OSUNG,20250909020900,20250911170900,9,출항,MBU,01,SK2부두 01,20250911180958,20250911170900
150040,2025,079,001,오성호,OSUNG,20250912230900,20250913050900,3,입항,MDU,05,SK5부두,20250913060903,20250912230900
150040,2025,079,002,오성호,OSUNG,20250912230900,20250913050900,9,출항,MDU,05,SK5부두,20250913060903,20250913050900
150040,2025,080,001,오성호,OSUNG,20250914190900,20250915050900,3,입항,WAM,01,정박지 01,20250915060905,20250914190900
150040,2025,080,002,오성호,OSUNG,20250914190900,20250915050900,8,양묘,WAM,01,정박지 01,20250915060905,20250914210900
150040,2025,080,003,오성호,OSUNG,20250914190900,20250915050900,4,접안,MBU,11,SK1부두 11,20250915060905,20250914210900
150040,2025,080,004,오성호,OSUNG,20250914190900,20250915050900,9,출항,MBU,11,SK1부두 11,20250915060905,20250915050900
150040,2025,081,001,오성호,OSUNG,20250917030900,20250917060900,3,입항,MLJ,01,장생포호안,20250917070954,20250917030900
150040,2025,081,002,오성호,OSUNG,20250917030900,20250917060900,9,출항,MLJ,01,장생포호안,20250917070954,20250917060900
150040,2025,082,001,오성호,OSUNG,20250918100900,20250918170900,3,입항,MBU,01,SK2부두 01,20250918190942,20250918100900
150040,2025,082,002,오성호,OSUNG,20250918100900,20250918170900,9,출항,MBU,01,SK2부두 01,20250918190942,20250918170900
150040,2025,083,001,오성호,OSUNG,20250920200900,20250922030900,3,입항,MLJ,01,장생포호안,20250922060910,20250920200900
150040,2025,083,002,오성호,OSUNG,20250920200900,20250922030900,5,이안,MLJ,01,장생포호안,20250922060910,20250921180900
150040,2025,083,003,오성호,OSUNG,20250920200900,20250922030900,6,이선,MBU,01,SK2부두 01,20250922060910,20250921190900
150040,2025,083,004,오성호,OSUNG,20250920200900,20250922030900,9,출항,MBU,01,SK2부두 01,20250922060910,20250922030900
150040,2025,084,001,오성호,OSUNG,20250925070900,20250925140900,3,입항,WAM,04,정박지 04,20250925140900,20250925070900
150040,2025,084,002,오성호,OSUNG,20250925070900,20250925140900,8,양묘,WAM,04,정박지 04,20250925140900,20250925090900
150040,2025,084,003,오성호,OSUNG,20250925070900,20250925140900,4,접안,MBU,01,SK2부두 01,20250925140900,20250925100900
150040,2025,084,004,오성호,OSUNG,20250925070900,20250925140900,9,출항,MBU,01,SK2부두 01,20250925140900,20250925140900
150040,2025,085,001,오성호,OSUNG,20250930130900,20251001111000,3,입항,WAM,04,정박지 04,20251001131048,20250930130900
150040,2025,085,002,오성호,OSUNG,20250930130900,20251001111000,8,양묘,WAM,04,정박지 04,20251001131048,20251001031000
150040,2025,085,003,오성호,OSUNG,20250930130900,20251001111000,4,접안,MBU,11,SK1부두 11,20251001131048,20251001031000
150040,2025,085,004,오성호,OSUNG,20250930130900,20251001111000,9,출항,MBU,11,SK1부두 11,20251001131048,20251001111000
150040,2025,086,001,오성호,OSUNG,20251002181000,20251003061000,3,입항,WAM,03,정박지 03,20251003071026,20251002181000
150040,2025,086,002,오성호,OSUNG,20251002181000,20251003061000,8,양묘,WAM,03,정박지 03,20251003071026,20251002211000
150040,2025,086,003,오성호,OSUNG,20251002181000,20251003061000,4,접안,MBU,11,SK1부두 11,20251003071026,20251002221000
150040,2025,086,004,오성호,OSUNG,20251002181000,20251003061000,9,출항,MBU,11,SK1부두 11,20251003071026,20251003061000
150040,2025,087,001,오성호,OSUNG,20251004071000,20251005151000,3,입항,WAM,01,정박지 01,20251005191021,20251004071000
150040,2025,087,002,오성호,OSUNG,20251004071000,20251005151000,8,양묘,WAM,01,정박지 01,20251005191021,20251005071000
150040,2025,087,003,오성호,OSUNG,20251004071000,20251005151000,4,접안,MBU,11,SK1부두 11,20251005191021,20251005081000
150040,2025,087,004,오성호,OSUNG,20251004071000,20251005151000,9,출항,MBU,11,SK1부두 11,20251005191021,20251005151000
150040,2025,088,001,오성호,OSUNG,20251008041000,20251011141000,3,입항,WAM,01,정박지 01,20251011171037,20251008041000
150040,2025,088,002,오성호,OSUNG,20251008041000,20251011141000,8,양묘,WAM,01,정박지 01,20251011171037,20251011061000
150040,2025,088,003,오성호,OSUNG,20251008041000,20251011141000,4,접안,MBU,11,SK1부두 11,20251011171037,20251011071000
150040,2025,088,004,오성호,OSUNG,20251008041000,20251011141000,9,출항,MBU,11,SK1부두 11,20251011171037,20251011141000
150040,2025,089,001,오성호,OSUNG,20251014211000,20251017231000,3,입항,WAM,02,정박지 02,20251018061054,20251014211000
150040,2025,089,002,오성호,OSUNG,20251014211000,20251017231000,8,양묘,WAM,02,정박지 02,20251018061054,20251015191000
150040,2025,089,003,오성호,OSUNG,20251014211000,20251017231000,4,접안,MDU,05,SK5부두,20251018061054,20251015191000
150040,2025,089,004,오성호,OSUNG,20251014211000,20251017231000,5,이안,MDU,05,SK5부두,20251018061054,20251016011000
150040,2025,089,005,오성호,OSUNG,20251014211000,20251017231000,6,이선,MLJ,01,장생포호안,20251018061054,20251016021000
150040,2025,089,006,오성호,OSUNG,20251014211000,20251017231000,5,이안,MLJ,01,장생포호안,20251018061054,20251016091000
150040,2025,089,007,오성호,OSUNG,20251014211000,20251017231000,7,투묘,WAM,06,정박지 06,20251018061054,20251016101000
150040,2025,089,008,오성호,OSUNG,20251014211000,20251017231000,8,양묘,WAM,06,정박지 06,20251018061054,20251016151000
150040,2025,089,009,오성호,OSUNG,20251014211000,20251017231000,4,접안,MBJ,03,자동차부두 03,20251018061054,20251016151000
150040,2025,089,010,오성호,OSUNG,20251014211000,20251017231000,5,이안,MBJ,03,자동차부두 03,20251018061054,20251016201000
150040,2025,089,011,오성호,OSUNG,20251014211000,20251017231000,6,이선,MLJ,01,장생포호안,20251018061054,20251016211000
150040,2025,089,012,오성호,OSUNG,20251014211000,20251017231000,5,이안,MLJ,01,장생포호안,20251018061054,20251017101000
150040,2025,089,013,오성호,OSUNG,20251014211000,20251017231000,6,이선,MBU,01,SK2부두 01,20251018061054,20251017101000
150040,2025,089,014,오성호,OSUNG,20251014211000,20251017231000,5,이안,MBU,01,SK2부두 01,20251018061054,20251017111000
150040,2025,089,015,오성호,OSUNG,20251014211000,20251017231000,6,이선,MLJ,01,장생포호안,20251018061054,20251017121000
150040,2025,089,016,오성호,OSUNG,20251014211000,20251017231000,9,출항,MLJ,01,장생포호안,20251018061054,20251017231000
150040,2025,090,001,오성호,OSUNG,20251024141000,20251025041000,3,입항,MLJ,01,장생포호안,20251025061015,20251024141000
150040,2025,090,002,오성호,OSUNG,20251024141000,20251025041000,5,이안,MLJ,01,장생포호안,20251025061015,20251024171000
150040,2025,090,003,오성호,OSUNG,20251024141000,20251025041000,6,이선,MBU,01,SK2부두 01,20251025061015,20251024171000
150040,2025,090,004,오성호,OSUNG,20251024141000,20251025041000,5,이안,MBU,01,SK2부두 01,20251025061016,20251025011000
150040,2025,090,005,오성호,OSUNG,20251024141000,20251025041000,6,이선,MLJ,01,장생포호안,20251025061016,20251025021000
150040,2025,090,006,오성호,OSUNG,20251024141000,20251025041000,9,출항,MLJ,01,장생포호안,20251025061016,20251025041000
150040,2025,091,001,오성호,OSUNG,20251026181000,20251028011000,3,입항,MLJ,01,장생포호안,20251028061057,20251026181000
150040,2025,091,002,오성호,OSUNG,20251026181000,20251028011000,5,이안,MLJ,01,장생포호안,20251028061057,20251027171000
150040,2025,091,003,오성호,OSUNG,20251026181000,20251028011000,6,이선,MBU,11,SK1부두 11,20251028061057,20251027181000
150040,2025,091,004,오성호,OSUNG,20251026181000,20251028011000,9,출항,MBU,11,SK1부두 11,20251028061057,20251028011000
150040,2025,092,001,오성호,OSUNG,20251030011000,20251030131000,3,입항,MLJ,01,장생포호안,20251030151059,20251030011000
150040,2025,092,002,오성호,OSUNG,20251030011000,20251030131000,5,이안,MLJ,01,장생포호안,20251030151059,20251030071000
150040,2025,092,003,오성호,OSUNG,20251030011000,20251030131000,6,이선,MBU,11,SK1부두 11,20251030151059,20251030071000
150040,2025,092,004,오성호,OSUNG,20251030011000,20251030131000,9,출항,MBU,11,SK1부두 11,20251030151059,20251030131000
150040,2025,093,001,오성호,OSUNG,20251101051100,20251102141100,3,입항,MLJ,01,장생포호안,20251102171151,20251101051100
